iter,weights,bounds,results,regret,solve_time
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}",,"{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,2.185121536254883
1,"{'makespan': 1, 'workstations': 1, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': None, 'workstations': 4.900005, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,0.0
1,"{'makespan': 1, 'workstations': 2, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': None, 'workstations': 4.900005, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 1.15, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.15555555555555556}",0.17805052351695236,1.7094264030456543
2,"{'makespan': 1, 'workstations': 2, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 1.1111716666666667, 'workstations': 3.950005, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 1.15, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.15555555555555556}",0.17805052351695236,0.0
2,"{'makespan': 2, 'workstations': 4, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 1.1111716666666667, 'workstations': 3.950005, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 1.15, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.15555555555555556}",0.17805052351695236,2.0609631538391113
2,"{'makespan': 4, 'workstations': 8, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 1.1111716666666667, 'workstations': 3.950005, 'employees': None, 'robots': None, 'employee_time': None}","{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}",0.002987107490094554,2.1950457096099854
3,"{'makespan': 4, 'workstations': 8, 'employees': 1, 'robots': 1, 'employee_time': 1}","{'makespan': 0.984505, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.9528938888888889}","{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}",0.002987107490094554,0.0
3,"{'makespan': 8, 'workstations': 8, 'employees': 1, 'robots': 1, 'employee_time': 2}","{'makespan': 0.984505, 'workstations': None, 'employees': None, 'robots': None, 'employee_time': 0.9528938888888889}","{'makespan': 0.6522222222222223, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.49777777777777776}",0.16375280335940234,5.121878385543823
4,"{'makespan': 8, 'workstations': 8, 'employees': 1, 'robots': 1, 'employee_time': 2}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.6522222222222223, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.49777777777777776}",0.16375280335940234,0.0
4,"{'makespan': 16, 'workstations': 16, 'employees': 1, 'robots': 1, 'employee_time': 4}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.6522222222222223, 'workstations': 4, 'employees': 1, 'robots': 0, 'employee_time': 0.49777777777777776}",0.16375280335940234,5.814779281616211
4,"{'makespan': 32, 'workstations': 32, 'employees': 1, 'robots': 1, 'employee_time': 8}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.5711111111111111, 'workstations': 4, 'employees': 1, 'robots': 1, 'employee_time': 0.5488888888888889}",0.16617391070186324,4.385449647903442
4,"{'makespan': 32, 'workstations': 64, 'employees': 1, 'robots': 2, 'employee_time': 16}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.07888667781840875,2.5485706329345703
4,"{'makespan': 64, 'workstations': 64, 'employees': 1, 'robots': 4, 'employee_time': 32}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,2.4832675457000732
4,"{'makespan': 64, 'workstations': 128, 'employees': 1, 'robots': 4, 'employee_time': 32}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.07888667781840875,2.355461835861206
4,"{'makespan': 128, 'workstations': 128, 'employees': 1, 'robots': 8, 'employee_time': 64}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,2.5165622234344482
4,"{'makespan': 128, 'workstations': 256, 'employees': 1, 'robots': 8, 'employee_time': 64}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.07888667781840875,2.2893788814544678
4,"{'makespan': 256, 'workstations': 256, 'employees': 1, 'robots': 16, 'employee_time': 128}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,2.822186231613159
4,"{'makespan': 256, 'workstations': 512, 'employees': 1, 'robots': 16, 'employee_time': 128}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.07888667781840875,1.7915441989898682
4,"{'makespan': 512, 'workstations': 512, 'employees': 1, 'robots': 32, 'employee_time': 256}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,2.515955686569214
4,"{'makespan': 512, 'workstations': 1024, 'employees': 1, 'robots': 32, 'employee_time': 256}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.07888667781840875,2.433533191680908
4,"{'makespan': 1024, 'workstations': 1024, 'employees': 1, 'robots': 64, 'employee_time': 512}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,2.4995903968811035
4,"{'makespan': 1024, 'workstations': 2048, 'employees': 1, 'robots': 64, 'employee_time': 512}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.07888667781840875,1.5751736164093018
4,"{'makespan': 2048, 'workstations': 2048, 'employees': 1, 'robots': 128, 'employee_time': 1024}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.53, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.1622222222222222}",0.3625639666841747,3.6278328895568848
4,"{'makespan': 2048, 'workstations': 4096, 'employees': 1, 'robots': 128, 'employee_time': 1024}","{'makespan': 0.6382827777777778, 'workstations': 3.950005, 'employees': None, 'robots': 5e-06, 'employee_time': 0.4757827777777778}","{'makespan': 0.8466666666666667, 'workstations': 3, 'employees': 2, 'robots': 1, 'employee_time': 0.9533333333333334}",0.07888667781840875,2.3254406452178955
